Customer,SSN,Name,Birthdate,Current age,Region,CredCardUser?,Income,Purchases,AmountSpent
670,224679729,"Hines, Gloria",5|8|1958,,Middle Atlantic ,0,37100,4,1980
671, 966-85-2429,Paula Shepard,25|9|1963,, New England,0,65000,0,0
672,786-76-7558,"Thornton, Clark",15|10|1944,,Middle Atlantic,0,120100,1,470
673, 170-11-4785,"Potts, Adara",21|2|1949,,9999,1,67000,1,520
674,740-5-0427,"Cantrell, Ima",30|4|1943,, Pacific ,1,127100,2,1010
675,359-71-8008,"Delacruz, Regina",15|6|1964,,Alaska,1,112700,3,1440
676, 11172-1443," Solomon, Nicole",2|8|1943,,East North Central ,1,102500,2,1050
677,06205-2425,Uma Hoover,22|1|1971,, S. Atlantic,0,98200,9,4400
678,712-34-2712,"Kelly, Hiroko",5|1|1938,, WSC,-1,135400,1,530
679,182-17-1668,"Harmon, Caesar",15|3|1949,,East South Central ,0,149400,3,1540
680,679-02-8085,"Pollard, Tanya",15|12|1942,,W. S. Central,1,67500,5,2460
681,001-05-3748,Wallace Finley,24|3|1936,, West North Central,0,159700,1,530
682,255-17-0304,"Summers, Upton",2|10|1956,,Middle Atlantic,0,54700,3,1480
683,942-62-8581,"Riley, Wallace",6|11|1962,, South Atlantic,1,82200,2,1100
684, 216-36-5956,"Perez, Steel",5|6|1969,,Mtn. ,1,39200,2,970
685,001-43-2336, MacKenzie Newton,21|8|1963,, South Atlantic,0,149300,4,1750
686, 315-64-6191,"Guthrie, Idona",28|4|1956,,Middle Atlantic ,0,126400,4,2090
687,320142388,"Barry, Alana",14|12|1973,,,0,74300,4,1840
688,369-777-1386,Cheyenne Long,2|3|1973,,East North Central,0,78700,2,840
690,364-40-2281,"Joseph, Gisela",29|1|1940,,Hawaii,0,145400,4,1990
691,409-28-2548,"Wilcox, Silas",16|10|1948,, Middle Atlantic,1,154500,4,2070
692,482-36-8249,"May, Reese",10|7|1955,,New England,1,30100,2,1000
693,430-51-9931,"Barron, Clio",7|4|1975,, Pacific,0,109900,1,460
694,537-411389,"Cooke, Theodore",25|4|1943,, Haw. ,0,145400,1,610
695,469-15-8927,"Woodard, Carson",2|10|1947,, M,0,132800,0,0
696, 247-12-1717,"Wolfe, Erin",25|8|1956,, Hawaii,0,118000,3,1480
697,461-95-8647,John Sanchez,25|5|1941,, South Atlantic ,0,91200,0,0
698, 80807-9691,"Owens, Duncan",3|7|1958,, Mountain,0,88100,4,1960
699,007-29-6368,Bryar Guerra ,10|8|1962,, South Atlantic,1,103100,4,1990
700,129-31-7388,"Johnston, Sheila ",19|5|1952,,Mtn.,0,23500,5,2640
701,762-79-4472,"Steele, Cruz",23|5|1930,, East North Central,1,118800,0,0
702, 855-15-833,"Roach, Camilla ",12|9|1962,,Mountain,1,141900,6,3010
703,228-19-2271,Virginia Stuart,16|12|1976,,New England,2,25500,3,1480
704, 776-33-7801,"Suarez, Hamilton",12|10|1974,, Mountain ,1,21400,2,980
705,107488242,"Sears, Fatima",21|7|1971,,WSC,0,135800,3,1420
706,011-02-6234,"Merritt, Deanna",27|1|1952,,S. Atlantic ,0,113300,1,480
707,997-89-0484,Charity Mcfadden,12|4|1943,,Middle Atlantic ,1,54200,2,900
708,682-62-7862," Gross, Evangeline ",25|10|1952,,Mid. Atlantic,1,43100,2,1160
709, 719-04-5114,Sigourney Huffman,14|10|1958,, New England ,1,75000,3,1540
710,919950805,"Sanders, Kenneth",16|10|1974,,SA,1,86000,0,0
711, 205-59-8253,"Ayala, Xaviera",14|5|1966,,WSC,0,72800,4,1930
712,460-01-0720,Cora Juarez ,19|11|1951,,MA,1,21400,4,1920
713,412-246049,"Lopez, Kennedy",14|4|1931,, West South Central ,1,121700,5,2620
714,43-33-8464,"Floyd, Desirae",19|11|1931,,Middle Atlantic,0,90000,2,1000
715,940-18-5706,"Rosales, Yoshio",16|6|1963,,AK ,0,120200,5,2340
716,49438-3977,"Calhoun, Pamela",26|3|1953,,S. Atlantic,0,66800,4,2040
717,654-09-0024,"Moran, Alea",31|8|1973,,ESC ,1,72200,5,2380
718, 830-88-5120,"Britt, Sheila",17|4|1958,,East North Central ,0,73800,2,1030
720,287-90-4875,"Mendoza, Charde",6|11|1960,,Pacific,1,86200,2,1060
721,270488413,"Robles, Quentin",22|5|1939,,P,0,149200,1,500
722,744-94-4187,Maryam Alford,9|8|1950,,Alaska,0,119900,4,1830
723,929-79-0426,Vivien Gomez,24|8|1950,,South Atlantic,0,128900,4,2220
724,706-211514, Fiona Herman,10|8|1963,,S. Atlantic,0,140200,4,2060
725, 898-79-0536," Allison, Shoshana",2|8|1937,, East North Central,0,93400,4,2000
726,851-17-4605,"Witt, Idola",12|9|1939,, South Atlantic,0,39500,5,2490
727,39132-8081," Bates, Leila",25|11|1975,, SA,0,34300,3,1500
728, 494-09-0186,"Knight, Joy",29|11|1945,,East South Central,1,32300,2,980
729,654-1-5679,"Wise, Serina",4|2|1967,, South Atlantic,1,77300,2,910
730,142-06-2339,"Skinner, Lee",17|5|1927,, West North Central,1,38200,1,510
731,846-67-2407, Christopher Cooper ,8|9|1970,,South Atlantic,1,58100,1,480
732,249588981,"Skinner, Tucker",4|12|1944,,HI ,0,110000,0,0
733,98730-4141,Madison Garrett,1|3|1961,,South Atlantic,0,99600,3,1450
734,198575005,"Mendez, Armando",29|6|1943,,Middle Atlantic,0,80400,8,4300
735,306-94-0334, Sara Olson ,15|1|1965,,Mountain,1,42600,3,1430
736, 558-32-0374,"Bowman, Dominic",29|1|1964,,WSC,1,60900,3,1440
737, 607606835,"Barry, Dylan",25|5|1957,,WNC,0,116800,2,1000
738, 825-93-1902,"Clark, Reuben ",6|7|1967,,East North Central,0,47200,5,2420
739, 07754-6936,Quon Hawkins,18|7|1931,, MA ,1,115600,2,890
740,17270-1383,William Frazier,14|7|1950,,East South Central,1,44800,2,1150
741,557-92-417," Pratt, Jillian",14|1|1964,,W. N. Central,1,130300,5,2600
742,664-1-8034,Ebony Avery,20|4|1935,,NE ,1,146800,5,2560
743,337474501 ," Blair, Amy",12|6|1947,,AK,0,99900,2,1020
744,557-51-7912,"Boyer, Ryder",2|7|1962,,P,0,46800,2,950
745, 912155028,"Calderon, Ayanna",24|5|1956,,S. Atlantic ,0,121500,1,460
746,26905-4944,"Cox, Rachel",16|9|1936,, East North Central ,0,150500,3,1600
747,144-20-0629,Amity Richardson,17|12|1976,,NE,0,67700,4,2050
748,413-74-7883,"Brady, Sybil",9|11|1957,,E. S. Central,1,72500,1,520
749,56164-4579,"Steele, Ciaran",21|7|1942,,NE ,0,83700,7,3550
750, 897-93-8207,"Barnett, Carl",13|10|1942,,Hawaii ,1,118300,5,2510
751,128369289,"Nielsen, Cruz",9|2|1935,,New England,0,117700,2,980
752, 20760-9040,"Carey, Theodore",4|11|1974,,W. S. Central ,1,52300,6,2880
753,598-51-0810,"Bird, Edan",11|5|1947,,E. N. Central,0,120400,6,3060
754,891129133,"Fuentes, Lyle ",17|5|1927,,East North Central,0,77300,4,1980
755, 703-14-0079,"Knowles, Noel ",12|10|1966,,NE ,1,138000,3,1590
756,116-27-6030,"Mcclure, Elmo",18|9|1964,,West North Central,0,28600,7,3540
757,790-90-4962,Shafira Mccarthy,10|8|1970,,East North Central,0,143300,2,970
758,60751-4567,Donovan Joyner,24|6|1957,, P,0,146400,1,540
759,037821926,"Le, Hall",16|5|1936,,Alaska ,0,88000,3,1570
760,810-76-0704," Shannon, Alvin",24|4|1952,,S. Atlantic ,0,110400,2,950
761,734562325,Devin Macdonald,30|11|1941,,Mtn.,1,145800,7,3180
762,32815-6731,"Quinn, Rafael",1|5|1972,,,1,114800,3,1520
763,324-77-8486,"Thomas, Raymond",20|1|1960,, South Atlantic,1,74400,5,2660
764,645-92-0166,Reagan Turner,12|9|1975,,WSC,0,44800,0,0
765,930-83-5132,Calista Weber,17|5|1930,,E. N. Central,0,131800,2,1040
766,356-65-3097," Velazquez, Nathaniel ",26|6|1938,, Haw. ,0,149600,6,3070
767,524780886,"Medina, Kiona",15|1|1949,, SA ,0,66000,6,3060
768,154-29-4745," Lucas, Reece",30|10|1946,,Hawaii,0,35200,0,0
769,159-33-6219, Kimberley Yang,29|8|1947,,South Atlantic,1,97100,5,2520
770,468-484038,"Clements, Angela",5|12|1955,,Mountain,1,117300,0,1000
771,128-66-7489,"Blanchard, Brielle ",24|5|1949,, E. S. Central,0,50500,4,1840
772,44198-4789,"Obrien, Melodie",30|6|1968,,S. Atlantic,1,125900,2,1010
773,975-39-8469,"Daniels, Tashya ",8|10|1941,,NE,0,97100,1,460
774,242-57-338,Jaquelyn Delacruz,7|2|1973,,East North Central,0,153100,1,540
775,524-81-5207,"Munoz, Pamela",6|7|1974,,ENC ,0,148300,1,500
776,358-91-2742,"Cain, Kameko",28|7|1975,, ,-1,131100,6,3180
777,820-27-6346,Anne Branch,4|7|1936,,East South Central ,0,155000,2,1180
778,162228785,"Powers, Vernon",12|10|1949,, S. Atlantic,1,108900,1,530
779, 200311296,"Huffman, Gregory ",23|2|1949,, S. Atlantic,1,132800,5,2510
780,244-32-3030,"Dalton, Raya",16|11|1933,,W. N. Central ,0,144000,3,1420
781,293-10-2335,"Dunn, Ivory",5|2|1971,,East North Central,0,143000,4,2130
782,183-25-0406,Priscilla Lindsey,17|5|1927,,S. Atlantic,0,51600,0,0
783,482-35-5692,"Wilkins, Clinton",12|9|1963,,E. N. Central,0,121800,1,520
784,248-77-6012,Tucker Dale,11|10|1956,,HI,0,117100,4,2100
785,643-84-6852,"Perez, Halla",8|3|1956,, Middle Atlantic,1,132600,3,1460
786,279-03-9288,"Goff, Ross",23|4|1942,,New England,0,52700,4,2070
787,002-23-4874, Keane Walker,31|1|1976,, ,0,153000,3,1330
788, 543-47-8606,"Mcgowan, Griffith",2|4|1946,,Middle Atlantic ,1,66500,3,1650
789,581-79-2983,Chester Sutton,29|9|1938,,West South Central,0,114500,4,1910
790,29170-5956,"Doyle, Camden ",23|2|1974,,East North Central,0,152300,2,1080
791, 380-87-5924,"Russell, Hoyt",4|7|1970,,NE,0,152500,0,0
792, 94-79-6358,Bradley Boone ,9|2|1943,, MA,0,43700,4,550
793, 636141482 ,Lenore Sullivan,26|6|1934,,ENC,0,130100,2,980
794,460-66-3061,Kevin Barnes,3|7|1968,,New England,1,134300,4,2080
795,333-77-58865,"Frank, Alyssa",14|9|1951,,Pac.,0,27900,3,1440
796,918-32-8454,"Curry, Paul",22|3|1954,,E. N. Central,0,9999,3,1570
797,223-85-9178,"Workman, Lacota",15|3|1940,, East North Central ,0,106600,2,1150
799,434-47-3833,Cherokee Roach,21|11|1952,, Pacific ,0,115800,2,1030
800,048-509683,"Morin, Denise",31|10|1949,, East North Central,0,151400,3,1430
801,128-45-7669,"Young, Roth",16|2|1931,, MA,0,23600,5,2330
802,934-46-4665,"Cline, Quin",12|4|1930,,9999,0,128000,2,1140
803,450-85-1624,"Rowland, Colette",12|11|1964,,P,1,77500,2,1050
804,510-16-5076,"Olson, Jerome",28|1|1932,, W. N. Central,0,44600,5,530
805, 589-14-5529,"Vazquez, Camilla",8|12|1931,,E. S. Central,0,132200,2,1010
806,020-11-4047," Skinner, Riley ",17|8|1958,,E. N. Central,0,151100,4,2020
807,174-55-6430,"Rios, McKenzie",29|2|1972,, Middle Atlantic,0,121200,2,1100
808,022818771,"Navarro, Ava",14|1|1953,,East South Central,1,155500,1,530
809,321-06-1845,Lucy Albert,27|7|1962,, ,0,101200,2,1030
810,271371335,"Chandler, Kadeem ",14|7|1976,,ENC ,1,76200,3,1630
811,169-45-5209,"Randolph, Dora",20|7|1946,, Middle Atlantic ,0,139400,5,480
812,549-23-9231,"Mcintosh, Kimberley",13|12|1961,,Pac.,0,26600,2,1020
813,338587652,"Randolph, Aubrey",17|5|1927,, South Atlantic,1,47500,2,1020
814,051-21-4856,April Sykes,11|10|1974,, New England ,0,29400,3,1570
815, 558-83-8118,"Michael, Colt",11|9|1939,,Alaska,0,158200,4,1950
816,884-27-5089,Hop Dotson,5|3|1962,,P,1,151,2,900
817, 912-29-2472,"Klein, Rhona",19|8|1958,,Middle Atlantic ,1,74600,2,940
818,60-14-8799,"Melendez, Jordan",21|3|1944,, E. N. Central,0,59000,4,2130
819,350-55-6308,Lynn Horn,4|2|1951,, SA ,1,32800,3,1540
820, 625-83-5411,"Merrill, Martena ",20|12|1934,, Middle Atlantic,0,76500,4,2130
821,341-43-5318,"Dejesus, Brett",22|4|1954,,Pac.,1,81800,2,1040
822,087-46-4869,"Molina, Clayton",11|10|1967,,Mountain ,0,97300,1,490
823,185-56-6648,"Castaneda, Josephine ",11|6|1930,, Middle Atlantic,0,70200,4,2080
824, 376-25-7809,Cadman Crosby,2|11|2027,,New England,1,9999,2,1070
825,374-34-3958,"Lott, Caleb",25|4|1965,, West North Central,0,55300,2,960
826,572-91-0184,"Monroe, Amber",4|1|1952,, New England,0,155700,0,0
827,621-95-2307,Rashad Marsh,29|1|1961,,Pacific,0,70200,1,510
828,06402-7974,"Charles, Rebecca",15|3|1934,, Pac.,1,85200,3,1480
829,406-48-0202,Fredericka Rutledge,2|12|1949,,Middle Atlantic,0,70800,5,2450
830,875-31-3461,"Gilliam, Iona",22|11|1976,, E. N. Central,1,73100,6,3140
831,501-44-5094,Chanda Gutierrez,4|9|1943,,ENC,0,101500,2,1050
832,634-03-2020,"Anderson, Whoopi",11|7|1968,, NE,0,80700,3,1490
833,908-761846,"Mccoy, Jolene ",17|9|1960,, Mid. Atlantic,0,104,4,1970
834,736-64-0755,"Atkinson, Raymond",2|12|1937,, East North Central,1,101200,2,940
835,421266596,Wynne Harvey,22|4|1958,,ESC ,0,109800,3,1420
836,94634-8921,"Hull, Chaim",17|4|1972,, Mid. Atlantic,1,34800,3,1460
837,602-88-3596,"Pearson, Ivana ",12|8|1938,,S. Atlantic ,1,34700,3,1590
838,549-47-1621,"Whitehead, Thaddeus",22|6|1944,, East South Central ,0,101400,4,1990
839,614-87-6227,"Burks, Flynn",24|1|1971,,Mountain,1,24700,0,0
840,147217990,"Pope, Chase",9|3|1965,,East South Central,0,115100,5,2570
842,465-66-1006,"Whitfield, Tanner",18|12|1936,,Middle Atlantic,0,119600,2,1060
843, 944-80-2076,"Joseph, Karen",10|3|1969,,Pac.,0,86800,2,960
844,227402340," Hendricks, Evelyn",7|8|1931,,West South Central,0,143400,5,2430
845,386-77-0877,"Hanson, Calvin",15|4|1956,, Mid. Atlantic,0,32300,5,2510
846,391-70-2450,"Vance, Lois ",8|12|1952,,Pacific,1,125700,3,1520
847,548-16-0549,"West, Vernon",17|7|1937,, Hawaii,0,74000,1,500
848,29584-0052,"Macias, Noah",16|10|1957,,W. S. Central ,0,102500,1,520
849,829-75-5461,"Hoffman, Emmanuel",8|1|1948,,MA,1,153800,2,940
850,208-39-3628,"Andrews, Tucker",26|11|1970,,NE,1,51600,2,1020
851,332-178778,"Brooks, Roary",12|9|1936,,Middle Atlantic,0,79200,3,1460
852,179-09-4170,Harlan Rivers,7|10|1963,,S. Atlantic,0,20100,3,1490
853,816-48-1237,"Hurley, Zelenia ",20|3|1941,,South Atlantic ,0,88400,2,950
854,430662012,Patrick Garrison ,1|10|1949,, WSC,0,109400,2,1110
855,700407371,Abigail Butler,21|12|1963,, South Atlantic ,0,120200,3,1420
856,644-19-2880,Maite Martin ,8|2|1949,, SA,0,41500,3,1530
857,998985272," Huffman, Quinn",8|7|1955,,Hawaii,1,141300,4,2040
858,819344450,"Bernard, Kaitlin",26|5|1959,,Pac.,1,101300,9999,9999
859, 469-20-4271,"Head, Shafira",11|2|1975,,Pacific,1,35300,2,980
860,193-26-5699,"Albert, Berk",17|2|1964,,East South Central,1,49200,2,950
861,249-15-5386,Leslie Haley,29|5|1946,,SA,1,29800,2,1050
862,061-19-6765,Nero Woodward ,10|9|1953,,NE,0,103000,3,1410
863, 078-50-0923,Lavinia Gallegos,3|2|1942,, HI ,1,82800,6,3180
864,943-86-6307,"Horn, Carolyn",28|7|1970,,West North Central ,1,101600,4,1860
865,713-12-9354,"Golden, Dieter",8|6|1955,,NE,1,156600,0,0
866,252-50-5226,"Donovan, Isaiah",19|8|1952,,MA,0,27300,2,1140
867, 316-878155,Idona Hickman,12|2|1934,,S. Atlantic ,0,47100,1,560
868,639-462851,"Estes, Madaline",14|2|1948,,South Atlantic,0,132500,2,1060
869, 896-31-1929,"Whitley, Fuller",22|12|1931,,S. Atlantic,0,47400,3,1480
870,004-39-9621," Holder, Chloe",13|10|1957,,New England,0,138900,2,1010
871,656-41-6097,"Ford, Zephania ",13|7|1959,, SA,0,100300,2,1080
872,515-69-5178,"Nielsen, Adrian",1|12|1972,, NE ,1,129500,3,1520
873,780-16-8733,"Santos, Alexa",12|3|1936,,Pacific,0,146200,0,0
874,886-55-9931,"Harper, Joel",31|10|1976,,New England,0,114400,2,1020
875,53098-1115,"Spence, Casey",23|8|1934,, East North Central,0,76900,1,490
876,191-40-9404,Coby Bolton,26|9|1934,,New England,0,107300,1,550
877,366-87-6081,"Bender, Eagan",16|10|1964,, South Atlantic,1,148200,3,1470
878,128795424,"Holman, James",22|3|1952,, AK,0,81300,3,1550
879,732-73-5716,"Jennings, Matthew",20|1|1970,,South Atlantic ,1,64300,5,2360
880,880-94-6743,"Holder, Dane",10|1|1976,,P ,1,76600,3,1530
881,814-68-1140,"Fox, Kato",30|8|1970,,New England ,1,36000,6,2780
882,693-61-7057,Talon Nelson,4|6|1947,, Pac. ,1,71500,8,3820
883,909206479,"Kirkland, Amy",3|12|1943,, New England ,0,139800,3,1540
884,363-30-2351,Karleigh Vincent,18|3|1967,, WSC,1,117400,2,900
885,345-4-1247,Amir Day,18|9|1956,,Hawaii ,0,92100,2,890
886,120-97-5267,"Rollins, Neve",20|8|1976,, Pac. ,1,122600,2,1030
887, 414-51-8865,"Klein, Megan",13|11|1948,,West South Central,0,70000,3,1440
888,405-30-5055,"Monroe, Hannah",30|7|1948,,East North Central,0,90500,1,530
889,329-05-2523,"Neal, Wing",10|12|1955,,New England,0,132000,4,1980
890, 046-24-9783,"Lyons, Zenia",8|5|1950,, South Atlantic ,0,85200,6,2850
891,392090259,"Howe, Upton",8|6|1946,, West North Central,1,137400,5,2490
892,396-75-7173, Dante Robles ,21|11|1959,,West North Central,1,30700,6,2900
893, 580-19-6081,"Hunter, Rudyard",28|3|1957,,Mountain,1,70100,4,1870
894,898-87-5939,"Wagner, Ramona",6|12|1952,,ESC ,0,67100,2,1000
895,389-24-0816,"Gallagher, Jane",31|8|1943,,ESC,1,135500,7,3590
896,647-50-8044," Pruitt, Darryl",25|1|1947,,East South Central,0,153800,2,950
897, 467-85-841,"Miranda, Ira",28|1|1941,,Hawaii ,0,68800,4,1810
898,036480484,"English, Rhoda",7|7|1945,,South Atlantic,1,93500,1,450
899,68-66-6656,Upton Hurst,12|11|1976,, South Atlantic,0,124300,5,2710
900,700199168,Macaulay Dominguez,16|2|1966,,Pacific ,0,95500,1,420
901, 982-59-8711,Quinlan Trujillo ,20|5|1945,,South Atlantic ,1,35300,2,910
902,820-09-5447,"Lester, Whitney",5|2|1936,,Alaska,0,123700,1,430
903,160582612,"Schmidt, Gregory",3|4|1955,,East South Central,0,135500,5,2470
904, 584-10-0586,"Hansen, Doris ",4|9|1946,,East South Central,0,64500,3,1410
905,543-62-5992,Violet Luna,3|6|1965,,New England ,0,132100,3,1390
906,320162584,"Sawyer, Idona",15|5|1944,, Mid. Atlantic ,0,56800,1,530
907,845-98-0842,Lars Curtis,15|1|1933,,,0,146000,3,1660
908,56721-1083,"Slater, Zenaida",18|2|1940,, WNC,0,44100,4,1950
909,644-490395,Shaine Barr,30|4|1972,,ESC,0,70900,0,0
910,800-24-8153,"Powell, Melodie",14|9|1947,,New England,1,98000,3,1530
911,794-56-6572,"Terrell, Dexter",17|3|1945,,W. N. Central ,1,41000,3,1450
912,132-97-4390," Hull, Sheila",15|3|1942,,Mid. Atlantic,0,58700,4,2090
913, 699-97-2477,"Rasmussen, Samuel",29|4|1950,,South Atlantic ,0,126500,4,2270
914, 252-09-5611,Susan Mcpherson ,28|5|1958,,NE,1,54300,2,990
915,242-98-1292,Ori Wiggins,27|12|1968,, Pacific,1,48900,1,450
916,665473174,"Carlson, Mari ",23|12|1938,, West North Central ,1,58100,1,510
917,764-32-4866,Tatum Joyce,17|5|1956,,West South Central,0,132700,2,990
918,579-34-3592,Beck Mooney,4|4|1957,,ENC,0,86000,6,2930
919,068-89-0748,Hayley Larson ,13|2|1970,,New England,0,86500,3,1460
920,104-87-1273," Watkins, Peter",23|3|1966,,New England,0,33200,0,0
921,601989218,George English,6|5|1938,,Pacific,1,131000,3,1260
922,329-51-3208,"Deleon, Brynn",21|3|2028,,New England,1,35400,6,3000
923,187-71-1689,Yael Rollins,4|2|1964,,Middle Atlantic,1,23700,4,2070
924, 22-77-8086,"Reese, Wylie",25|12|1957,,East North Central,0,153800,1,600
925,820-65-4438,"Abbott, Colleen",12|11|1932,,Mountain,0,55,6,2980
926,412-56-0779,"Allison, Vivien",2|3|1969,,Middle Atlantic ,0,69800,3,1550
927,946-89-3019," Oneill, Octavius",23|8|1970,,New England,1,136200,2,1060
928, 946-78-2274,"Mendoza, Erich",2|4|1941,,Middle Atlantic,0,46500,3,1450
929,256920356,"Martin, Imelda",13|8|1939,, WSC,1,113600,6,2930
930,315-12-2870,"Clemons, Garrison",8|2|1958,,S. Atlantic,1,137700,2,1000
931,640-41-6833,"Adkins, Athena",29|5|1934,, W. N. Central,0,58800,2,980
932, 148-76-5664 ," Zamora, Ignatius",4|4|1965,,South Atlantic,0,78200,3,1340
933,93892-5356,"Pickett, Ashton",2|3|1942,,Hawaii ,1,65800,0,0
934,773-48-7897,"Hebert, Damian",20|3|1932,, P,1,40000,2,960
935,920-86-2857, Genevieve Gill,26|10|1961,,South Atlantic,1,123500,2,1010
936,261743204,"Barker, Ferris",1|10|1937,, Middle Atlantic,0,65000,3,590
938,797-94-0762,"Adkins, Shafira",11|3|1938,,East North Central,0,90400,2,940
939,26966-1757,"Hebert, Callum",5|2|1956,,  ,1,84600,5,2430
940,396-38-0463,"Nielsen, Ariana",17|1|1950,,E. S. Central,0,144400,3,1490
941,534760014,Karleigh Stafford,11|2|1937,, E. N. Central,0,129800,1,470
942,952-80-6042,"Hyde, Jin",2|1|1941,, West South Central,0,75400,4,2070
943,051-62-1955,"Woodward, Henry",3|9|1944,, West North Central,1,159700,4,1870
944,053-580861,Vincent Johnston,6|12|1964,, New England,1,124300,1,500
945,310-71-9661,"Duncan, Dorothy",26|12|1962,,South Atlantic,1,37900,1,490
946,33662-5354,"Ayala, Melanie",2|8|1946,, Ala.,1,28100,3,1520
947, 288-20-0072,"Sharp, Ivan",21|7|1964,, East South Central ,0,91800,5,2570
948, 93743-3216,"Fuentes, Sonia ",9|7|1941,,M ,0,116400,0,0
949, 766-777091, Hiram Durham,14|12|1941,,East South Central ,1,55000,2,1050
950,773-511612,Kelly Clements,5|3|1941,,Middle Atlantic,9999,52400,3,1380
951,398-55-9963,Elliott Coffey,26|10|1944,,West North Central,0,43000,3,1390
952,939-078704,"Osborne, Ethan",13|12|1933,, Middle Atlantic,0,149600,2,1020
953, 120-04-3896,"Mendoza, Lareina",16|5|1951,,South Atlantic ,0,55900,0,0
954,959-00-6902,"Sparks, Vera",12|10|1940,,South Atlantic,0,38200,4,1960
955,749-18-3377,"Burns, Yen",3|11|1948,,AK,1,88500,5,2670
956,831-09-3677,"Rutledge, Camilla",22|11|1974,,Pacific,1,118800,4,1950
957,093-68-8684,"Merrill, Gareth",5|8|1973,, SA,1,107300,0,0
958,19-64-9825,Nadine Fuller,26|8|1940,, Pac.,0,139500,2,1050
959,291-83-3665,Emerald Vargas,19|8|1939,,SA,1,20600,5,490
960,985-04-2574,Yardley Gardner ,19|11|1971,,New England,1,84800,1,430
961,616-06-4104,Joan Peterson,5|12|1936,, HI ,0,145400,3,1610
962,949-38-6757,"Lamb, Cain",23|6|1971,,,0,35600,3,1530
963,95366-3048,"Potts, Tatum",30|10|1972,,East South Central,0,36600,5,2460
964,906-199530," Day, Conan",7|5|1932,, MA,0,92800,3,1580
965,189-06-1286,"Atkinson, Avye ",5|4|1947,,South Atlantic,1,45300,4,1960
966,150-96-3442,Pamela Benjamin ,6|11|1957,,East North Central,1,144700,2,1000
967, 991630831,"Levy, Mari",20|10|1963,, Pacific,0,95800,3,1700
968, 625-15-5187,"Lane, Bradley",13|3|1974,,Alaska ,1,69100,4,1990
969,206067535,"Mcgowan, Baxter",11|11|1970,,W. S. Central,0,52100,4,2040
970,534-41-0891,"Powell, Donna",6|12|1972,, Pacific,1,76700,3,1460
971, 194-22-7493,"Delaney, Jasmine",18|3|1930,,South Atlantic,0,157500,5,2580
972,672695924,"Carr, Tamekah",17|11|1969,,Pacific,0,106600,2,1050
973,85-28-8755,Brooke Sanford,15|12|1941,,WSC,0,82800,4,480
974,125-45-8674,"Bryan, Fredericka",8|8|1934,, S. Atlantic,0,69100,6,0
975,162-45-8307,Stone Rhodes,27|2|1963,,M,1,74900,2,1000
976, 564-84-1811,Kamal Phillips ,26|4|1960,,Ala.,1,54500,2,960
977,915-34-7935,"Lowe, Irma",4|11|1969,,W. S. Central,1,89700,5,2550
978,784765592,"Rodriguez, Melinda",20|9|1947,,Middle Atlantic,0,153400,1,570
979,770-69-3679,"Hunter, Christopher ",11|6|1971,, ,0,85200,5,2340
980, 967974228," Newman, Shannon",4|7|1963,, NE,1,76800,9999,9999
981,454-43-8780,Alfreda Castillo,1|4|1931,,M,1,60400,0,0
982,468-87-3003,"Levy, Yuli",17|8|1952,,East South Central,1,138500,1,460
983,334-68-8772,"Wagner, Stacy",16|10|1970,,E. N. Central ,0,118600,4,2050
984,775-12-0976,Indira Rollins,9|6|1939,,P ,0,114000,5,2560
985, 768-37-0100,"Whitaker, Zeus",5|6|1942,, Haw.,1,108400,4,1810
986,953-23-4733,"Walter, Stephanie",3|4|1949,,East North Central ,0,124500,0,0
987,64744-5302,"Gregory, Gwendolyn",2|12|1930,,NE,0,32900,3,1570
988,181-76-4160,Suki Hinton,13|6|1975,, E. S. Central ,0,96500,4,1970
989,788-44-0652,"Anderson, Ariana",26|1|1934,, South Atlantic,0,42300,6,3150
990, 063-28-6152,"Calderon, Marah",1|7|1974,,SA ,0,135800,6,2980
991,255-28-7936,"Norton, Rhoda",25|3|1933,, Alaska,1,126800,5,2430
992, 222-51-7185,"Cherry, Dai",12|9|1937,,Ala.,0,109200,4,1730
993, 066-4-9484,Gavin Faulkner,21|8|1966,,E. N. Central,0,44500,2,920
994,641-82-7061,"Roach, Dora ",6|9|1941,, S. Atlantic,1,66000,2,1000
995,671-99-1436,"Sexton, Hu",31|3|1939,,New England,1,139300,4,1920
996,680-48-7491,"Eaton, Hiroko ",19|1|1965,, MA ,1,109600,6,2800
997,871675568,Reagan Sellers,27|12|1961,,South Atlantic,0,47000,3,1510
998,837-30-4860,"Fernandez, Demetrius",7|9|1968,,Pac.,0,114000,6,3010
999,888-80-7230,"Kaufman, Garrett ",2|8|1931,, New England,0,139500,3,1440
1000,952370747,"Fulton, Sade",20|12|1953,, East North Central,1,80000,2,1040
1001,342-90-9558,Aubrey Keller,21|3|1949,,East South Central,1,134600,2,1060
1002,215-85-7882,"Clayton, Colin",29|8|1969,,P,0,58300,2,1120
1003,348-236500,"Perry, Alyssa",26|9|1952,, WNC,0,124200,2,1010
1004,835-52-7079,"William, Nolan",3|2|1951,,S. Atlantic,1,35900,4,2160
1005,282-29-3449,"Gallegos, Lyle",25|4|1936,,Mid. Atlantic,0,65400,1,490
1006,547-2555491,Mason Romero,27|1|1974,,Middle Atlantic ,1,70400,2,990
